"TIME","GEO","SIEC","UNIT","Value","Flag and Footnotes"
"2017M03","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2017M03","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M03","Latvia","Total","Gigawatt-hour","949.000",""
"2017M03","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M03","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M03","Latvia","Natural gas","Gigawatt-hour","148.000",""
"2017M03","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M03","Lithuania","Total","Gigawatt-hour","333.493",""
"2017M03","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","5.335","e"
"2017M03","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M03","Lithuania","Natural gas","Gigawatt-hour","50.230","e"
"2017M03","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M03","Luxembourg","Total","Gigawatt-hour","205.280",""
"2017M03","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","3.688",""
"2017M03","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M03","Luxembourg","Natural gas","Gigawatt-hour","23.182","e"
"2017M03","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M03","Hungary","Total","Gigawatt-hour","2 560.497",""
"2017M03","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","24.186",""
"2017M03","Hungary","Coal and manufactured gases","Gigawatt-hour","459.156",""
"2017M03","Hungary","Natural gas","Gigawatt-hour","416.647",""
"2017M03","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 396.975",""
"2017M03","Malta","Total","Gigawatt-hour","79.829",""
"2017M03","Malta","Combustible fuels - non-renewable","Gigawatt-hour","67.059",""
"2017M03","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M03","Malta","Natural gas","Gigawatt-hour",":","c"
"2017M03","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M03","Netherlands","Total","Gigawatt-hour","9 838.000",""
"2017M03","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","102.000","e"
"2017M03","Netherlands","Coal and manufactured gases","Gigawatt-hour","2 976.000","e"
"2017M03","Netherlands","Natural gas","Gigawatt-hour","4 908.000","e"
"2017M03","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","358.000","e"
"2017M03","Austria","Total","Gigawatt-hour","5 623.003",""
"2017M03","Austria","Combustible fuels - non-renewable","Gigawatt-hour","55.891",""
"2017M03","Austria","Coal and manufactured gases","Gigawatt-hour","340.544",""
"2017M03","Austria","Natural gas","Gigawatt-hour","973.851",""
"2017M03","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M03","Poland","Total","Gigawatt-hour","13 072.946",""
"2017M03","Poland","Combustible fuels - non-renewable","Gigawatt-hour","98.581",""
"2017M03","Poland","Coal and manufactured gases","Gigawatt-hour","10 137.968",""
"2017M03","Poland","Natural gas","Gigawatt-hour","780.426",""
"2017M03","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M03","Portugal","Total","Gigawatt-hour","5 049.657",""
"2017M03","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","29.615",""
"2017M03","Portugal","Coal and manufactured gases","Gigawatt-hour","902.391",""
"2017M03","Portugal","Natural gas","Gigawatt-hour","1 246.695",""
"2017M03","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M03","Romania","Total","Gigawatt-hour","5 302.000",""
"2017M03","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M03","Romania","Coal and manufactured gases","Gigawatt-hour","1 060.000",""
"2017M03","Romania","Natural gas","Gigawatt-hour","859.000",""
"2017M03","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","966.000",""
"2017M03","Slovenia","Total","Gigawatt-hour","1 318.208",""
"2017M03","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.764",""
"2017M03","Slovenia","Coal and manufactured gases","Gigawatt-hour","414.693",""
"2017M03","Slovenia","Natural gas","Gigawatt-hour","38.227",""
"2017M03","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","516.508",""
"2017M03","Slovakia","Total","Gigawatt-hour","2 257.000",""
"2017M03","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","42.000",""
"2017M03","Slovakia","Coal and manufactured gases","Gigawatt-hour","229.000",""
"2017M03","Slovakia","Natural gas","Gigawatt-hour","102.000",""
"2017M03","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 243.000",""
"2017M03","Finland","Total","Gigawatt-hour","6 283.000",""
"2017M03","Finland","Combustible fuels - non-renewable","Gigawatt-hour","83.000",""
"2017M03","Finland","Coal and manufactured gases","Gigawatt-hour","1 031.000",""
"2017M03","Finland","Natural gas","Gigawatt-hour","456.000",""
"2017M03","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 065.000",""
"2017M03","Sweden","Total","Gigawatt-hour","15 293.407",""
"2017M03","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","194.382",""
"2017M03","Sweden","Coal and manufactured gases","Gigawatt-hour","76.165",""
"2017M03","Sweden","Natural gas","Gigawatt-hour","48.010",""
"2017M03","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","6 554.576",""
"2017M04","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","214 638.934",""
"2017M04","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 866.812",""
"2017M04","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","43 176.746",""
"2017M04","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","25 027.663",""
"2017M04","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","59 132.499",""
"2017M04","Belgium","Total","Gigawatt-hour","5 339.215",""
"2017M04","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","87.226",""
"2017M04","Belgium","Coal and manufactured gases","Gigawatt-hour","172.381",""
"2017M04","Belgium","Natural gas","Gigawatt-hour","1 863.786",""
"2017M04","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 053.912",""
"2017M04","Bulgaria","Total","Gigawatt-hour","3 106.833",""
"2017M04","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M04","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 252.667",""
"2017M04","Bulgaria","Natural gas","Gigawatt-hour","130.338",""
"2017M04","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 155.655",""
"2017M04","Czechia","Total","Gigawatt-hour","7 322.139",""
"2017M04","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","6.564",""
"2017M04","Czechia","Coal and manufactured gases","Gigawatt-hour","3 644.059",""
"2017M04","Czechia","Natural gas","Gigawatt-hour","177.127",""
"2017M04","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 506.017",""
"2017M04","Denmark","Total","Gigawatt-hour","2 750.679",""
"2017M04","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","58.446",""
"2017M04","Denmark","Coal and manufactured gases","Gigawatt-hour","540.879",""
"2017M04","Denmark","Natural gas","Gigawatt-hour","184.478",""
"2017M04","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","45 411.073",""
"2017M04","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 531.160","e"
"2017M04","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","17 616.264","e"
"2017M04","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","5 572.014","e"
"2017M04","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 754.298",""
"2017M04","Estonia","Total","Gigawatt-hour","893.000",""
"2017M04","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M04","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M04","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2017M04","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Ireland","Total","Gigawatt-hour","2 297.936",""
"2017M04","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","183.444",""
"2017M04","Ireland","Coal and manufactured gases","Gigawatt-hour","327.988",""
"2017M04","Ireland","Natural gas","Gigawatt-hour","1 261.640",""
"2017M04","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Greece","Total","Gigawatt-hour","3 228.735",""
"2017M04","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.050",""
"2017M04","Greece","Coal and manufactured gases","Gigawatt-hour","1 129.270",""
"2017M04","Greece","Natural gas","Gigawatt-hour","764.460",""
"2017M04","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Spain","Total","Gigawatt-hour","19 292.508",""
"2017M04","Spain","Combustible fuels - non-renewable","Gigawatt-hour","251.116",""
"2017M04","Spain","Coal and manufactured gases","Gigawatt-hour","2 090.845",""
"2017M04","Spain","Natural gas","Gigawatt-hour","3 241.373",""
"2017M04","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 931.153",""
"2017M04","France","Total","Gigawatt-hour","42 244.033",""
"2017M04","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2017M04","France","Coal and manufactured gases","Gigawatt-hour","858.139",""
"2017M04","France","Natural gas","Gigawatt-hour","2 991.645",""
"2017M04","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","31 752.185",""
"2017M04","Croatia","Total","Gigawatt-hour","832.051",""
"2017M04","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M04","Croatia","Coal and manufactured gases","Gigawatt-hour","167.409",""
"2017M04","Croatia","Natural gas","Gigawatt-hour","143.760",""
"2017M04","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Italy","Total","Gigawatt-hour","20 902.000",""
"2017M04","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2017M04","Italy","Coal and manufactured gases","Gigawatt-hour",":",""
"2017M04","Italy","Natural gas","Gigawatt-hour",":",""
"2017M04","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Cyprus","Total","Gigawatt-hour","302.027",""
"2017M04","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M04","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M04","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2017M04","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Latvia","Total","Gigawatt-hour","742.000",""
"2017M04","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M04","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M04","Latvia","Natural gas","Gigawatt-hour","138.000",""
"2017M04","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Lithuania","Total","Gigawatt-hour","311.092",""
"2017M04","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","7.102","e"
"2017M04","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M04","Lithuania","Natural gas","Gigawatt-hour","42.570","e"
"2017M04","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Luxembourg","Total","Gigawatt-hour","194.034",""
"2017M04","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","5.742",""
"2017M04","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M04","Luxembourg","Natural gas","Gigawatt-hour","18.206","e"
"2017M04","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Hungary","Total","Gigawatt-hour","2 373.917",""
"2017M04","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","29.490",""
"2017M04","Hungary","Coal and manufactured gases","Gigawatt-hour","194.208",""
"2017M04","Hungary","Natural gas","Gigawatt-hour","472.913",""
"2017M04","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 379.014",""
"2017M04","Malta","Total","Gigawatt-hour","102.379",""
"2017M04","Malta","Combustible fuels - non-renewable","Gigawatt-hour","89.579",""
"2017M04","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2017M04","Malta","Natural gas","Gigawatt-hour",":","c"
"2017M04","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Netherlands","Total","Gigawatt-hour","8 666.000",""
"2017M04","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","106.000","e"
"2017M04","Netherlands","Coal and manufactured gases","Gigawatt-hour","2 454.000","e"
"2017M04","Netherlands","Natural gas","Gigawatt-hour","4 531.000","e"
"2017M04","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","277.000","d"
"2017M04","Austria","Total","Gigawatt-hour","5 125.689",""
"2017M04","Austria","Combustible fuels - non-renewable","Gigawatt-hour","58.006",""
"2017M04","Austria","Coal and manufactured gases","Gigawatt-hour","248.780",""
"2017M04","Austria","Natural gas","Gigawatt-hour","586.118",""
"2017M04","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Poland","Total","Gigawatt-hour","12 181.380",""
"2017M04","Poland","Combustible fuels - non-renewable","Gigawatt-hour","121.552",""
"2017M04","Poland","Coal and manufactured gases","Gigawatt-hour","9 115.325",""
"2017M04","Poland","Natural gas","Gigawatt-hour","820.138",""
"2017M04","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Portugal","Total","Gigawatt-hour","4 379.414",""
"2017M04","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","29.561",""
"2017M04","Portugal","Coal and manufactured gases","Gigawatt-hour","1 037.567",""
"2017M04","Portugal","Natural gas","Gigawatt-hour","1 120.268",""
"2017M04","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2017M04","Romania","Total","Gigawatt-hour","4 663.000",""
"2017M04","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M04","Romania","Coal and manufactured gases","Gigawatt-hour","931.000",""
"2017M04","Romania","Natural gas","Gigawatt-hour","556.000",""
"2017M04","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","937.000",""
"2017M04","Slovenia","Total","Gigawatt-hour","1 125.549",""
"2017M04","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.682",""
"2017M04","Slovenia","Coal and manufactured gases","Gigawatt-hour","322.142",""
"2017M04","Slovenia","Natural gas","Gigawatt-hour","26.227",""
"2017M04","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","472.754",""
"2017M04","Slovakia","Total","Gigawatt-hour","1 860.000",""
"2017M04","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","42.000",""
"2017M04","Slovakia","Coal and manufactured gases","Gigawatt-hour","188.000",""
"2017M04","Slovakia","Natural gas","Gigawatt-hour","92.000",""
"2017M04","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","962.000",""
"2017M04","Finland","Total","Gigawatt-hour","5 270.000",""
"2017M04","Finland","Combustible fuels - non-renewable","Gigawatt-hour","78.000",""
"2017M04","Finland","Coal and manufactured gases","Gigawatt-hour","854.000",""
"2017M04","Finland","Natural gas","Gigawatt-hour","283.000",""
"2017M04","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 802.000",""
"2017M04","Sweden","Total","Gigawatt-hour","13 722.251",""
"2017M04","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","181.092",""
"2017M04","Sweden","Coal and manufactured gases","Gigawatt-hour","31.823",""
"2017M04","Sweden","Natural gas","Gigawatt-hour","10.602",""
"2017M04","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","6 149.511",""
"2017M05","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","213 950.175",""
"2017M05","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 838.117",""
"2017M05","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","45 218.971",""
"2017M05","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","24 040.000",""
"2017M05","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","55 974.535",""
"2017M05","Belgium","Total","Gigawatt-hour","5 735.443",""
"2017M05","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","86.171",""
"2017M05","Belgium","Coal and manufactured gases","Gigawatt-hour","199.159",""
"2017M05","Belgium","Natural gas","Gigawatt-hour","1 479.054",""
"2017M05","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 661.536",""
"2017M05","Bulgaria","Total","Gigawatt-hour","2 879.100",""
"2017M05","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2017M05","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 470.574",""
"2017M05","Bulgaria","Natural gas","Gigawatt-hour","102.901",""
"2017M05","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","713.350",""
"2017M05","Czechia","Total","Gigawatt-hour","6 305.373",""
"2017M05","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","7.020",""
"2017M05","Czechia","Coal and manufactured gases","Gigawatt-hour","2 957.185",""
"2017M05","Czechia","Natural gas","Gigawatt-hour","127.604",""
"2017M05","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 107.941",""
