time,country,type,value,date
2021M04,Poland,Total,12617.98,2021-04-01
2021M04,Poland,Combustible fuels,110.843,2021-04-01
2021M04,Poland,Coal,8746.641,2021-04-01
2021M04,Poland,Natural gas,1114.23,2021-04-01
2021M04,Poland,Nuclear,0.0,2021-04-01
2021M04,Portugal,Total,3938.787,2021-04-01
2021M04,Portugal,Combustible fuels,23.021,2021-04-01
2021M04,Portugal,Coal,128.587,2021-04-01
2021M04,Portugal,Natural gas,1365.237,2021-04-01
2021M04,Portugal,Nuclear,0.0,2021-04-01
2021M04,Romania,Total,4453.0,2021-04-01
2021M04,Romania,Combustible fuels,0.0,2021-04-01
2021M04,Romania,Coal,821.0,2021-04-01
2021M04,Romania,Natural gas,462.0,2021-04-01
2021M04,Romania,Nuclear,929.0,2021-04-01
2021M04,Slovenia,Total,757.73,2021-04-01
2021M04,Slovenia,Combustible fuels,0.384,2021-04-01
2021M04,Slovenia,Coal,309.122,2021-04-01
2021M04,Slovenia,Natural gas,30.866,2021-04-01
2021M04,Slovenia,Nuclear,0.348,2021-04-01
2021M04,Slovakia,Total,2153.0,2021-04-01
2021M04,Slovakia,Combustible fuels,60.0,2021-04-01
2021M04,Slovakia,Coal,127.0,2021-04-01
2021M04,Slovakia,Natural gas,408.0,2021-04-01
2021M04,Slovakia,Nuclear,1028.0,2021-04-01
2021M04,Finland,Total,5715.734,2021-04-01
2021M04,Finland,Combustible fuels,65.0,2021-04-01
2021M04,Finland,Coal,408.0,2021-04-01
2021M04,Finland,Natural gas,368.0,2021-04-01
2021M04,Finland,Nuclear,1860.01,2021-04-01
2021M04,Sweden,Total,14758.59,2021-04-01
2021M04,Sweden,Combustible fuels,154.41,2021-04-01
2021M04,Sweden,Coal,0.0,2021-04-01
2021M04,Sweden,Natural gas,6.62,2021-04-01
2021M04,Sweden,Nuclear,4917.53,2021-04-01
2021M05,EU,Total,210605.186,2021-05-01
2021M05,EU,Combustible fuels,2683.187,2021-05-01
2021M05,EU,Coal,22833.165,2021-05-01
2021M05,EU,Natural gas,23744.078,2021-05-01
2021M05,EU,Nuclear,52825.951,2021-05-01
2021M05,Belgium,Total,7532.193,2021-05-01
2021M05,Belgium,Combustible fuels,84.099,2021-05-01
2021M05,Belgium,Coal,151.491,2021-05-01
2021M05,Belgium,Natural gas,1500.619,2021-05-01
2021M05,Belgium,Nuclear,3822.714,2021-05-01
2021M05,Bulgaria,Total,3048.95,2021-05-01
2021M05,Bulgaria,Combustible fuels,0.0,2021-05-01
2021M05,Bulgaria,Coal,1034.511,2021-05-01
2021M05,Bulgaria,Natural gas,191.451,2021-05-01
2021M05,Bulgaria,Nuclear,781.924,2021-05-01
2021M05,Czechia,Total,5474.806,2021-05-01
2021M05,Czechia,Combustible fuels,6.314,2021-05-01
2021M05,Czechia,Coal,1696.148,2021-05-01
2021M05,Czechia,Natural gas,367.415,2021-05-01
2021M05,Czechia,Nuclear,2289.079,2021-05-01
2021M05,Denmark,Total,2139.16,2021-05-01
2021M05,Denmark,Combustible fuels,64.589,2021-05-01
2021M05,Denmark,Coal,253.036,2021-05-01
2021M05,Denmark,Natural gas,96.883,2021-05-01
2021M05,Denmark,Nuclear,0.0,2021-05-01
2021M05,Germany,Total,40226.787,2021-05-01
2021M05,Germany,Combustible fuels,1347.841,2021-05-01
2021M05,Germany,Coal,7957.741,2021-05-01
2021M05,Germany,Natural gas,5042.66,2021-05-01
2021M05,Germany,Nuclear,5279.611,2021-05-01
2021M05,Estonia,Total,382.819,2021-05-01
2021M05,Estonia,Combustible fuels,212.306,2021-05-01
2021M05,Estonia,Coal,0.0,2021-05-01
2021M05,Estonia,Natural gas,0.0,2021-05-01
2021M05,Estonia,Nuclear,0.0,2021-05-01
2021M05,Ireland,Total,2266.767,2021-05-01
2021M05,Ireland,Combustible fuels,101.107,2021-05-01
2021M05,Ireland,Coal,273.681,2021-05-01
2021M05,Ireland,Natural gas,988.625,2021-05-01
2021M05,Ireland,Nuclear,0.0,2021-05-01
2021M05,Greece,Total,3596.372,2021-05-01
2021M05,Greece,Combustible fuels,0.09,2021-05-01
2021M05,Greece,Coal,363.609,2021-05-01
2021M05,Greece,Natural gas,1289.715,2021-05-01
2021M05,Greece,Nuclear,0.0,2021-05-01
2021M05,Spain,Total,20459.565,2021-05-01
2021M05,Spain,Combustible fuels,177.333,2021-05-01
2021M05,Spain,Coal,332.362,2021-05-01
2021M05,Spain,Natural gas,4190.931,2021-05-01
2021M05,Spain,Nuclear,4373.251,2021-05-01
2021M05,France,Total,41925.511,2021-05-01
2021M05,France,Combustible fuels,0.0,2021-05-01
2021M05,France,Coal,145.043,2021-05-01
2021M05,France,Natural gas,1622.819,2021-05-01
2021M05,France,Nuclear,27574.674,2021-05-01
2021M05,Croatia,Total,1034.655,2021-05-01
2021M05,Croatia,Combustible fuels,0.0,2021-05-01
2021M05,Croatia,Coal,1.101,2021-05-01
2021M05,Croatia,Natural gas,118.557,2021-05-01
2021M05,Croatia,Nuclear,0.0,2021-05-01
2021M05,Italy,Total,21226.0,2021-05-01
2021M05,Italy,Combustible fuels,0.0,2021-05-01
2021M05,Italy,Coal,0.0,2021-05-01
2021M05,Italy,Natural gas,0.0,2021-05-01
2021M05,Italy,Nuclear,0.0,2021-05-01
2021M05,Cyprus,Total,351.801,2021-05-01
2021M05,Cyprus,Combustible fuels,0.0,2021-05-01
2021M05,Cyprus,Coal,0.0,2021-05-01
2021M05,Cyprus,Natural gas,0.0,2021-05-01
2021M05,Cyprus,Nuclear,0.0,2021-05-01
2021M05,Latvia,Total,531.0,2021-05-01
2021M05,Latvia,Combustible fuels,0.0,2021-05-01
2021M05,Latvia,Coal,0.0,2021-05-01
2021M05,Latvia,Natural gas,25.0,2021-05-01
2021M05,Latvia,Nuclear,0.0,2021-05-01
2021M05,Lithuania,Total,340.149,2021-05-01
2021M05,Lithuania,Combustible fuels,7.08,2021-05-01
2021M05,Lithuania,Coal,0.0,2021-05-01
2021M05,Lithuania,Natural gas,60.694,2021-05-01
2021M05,Lithuania,Nuclear,0.0,2021-05-01
2021M05,Luxembourg,Total,217.49,2021-05-01
2021M05,Luxembourg,Combustible fuels,5.286,2021-05-01
2021M05,Luxembourg,Coal,0.0,2021-05-01
2021M05,Luxembourg,Natural gas,15.068,2021-05-01
2021M05,Luxembourg,Nuclear,0.0,2021-05-01
2021M05,Hungary,Total,2598.244,2021-05-01
2021M05,Hungary,Combustible fuels,25.614,2021-05-01
2021M05,Hungary,Coal,203.066,2021-05-01
2021M05,Hungary,Natural gas,624.199,2021-05-01
2021M05,Hungary,Nuclear,1098.615,2021-05-01
2021M05,Malta,Total,186.622,2021-05-01
2021M05,Malta,Combustible fuels,0.0,2021-05-01
2021M05,Malta,Coal,0.0,2021-05-01
2021M05,Malta,Natural gas,158.987,2021-05-01
2021M05,Malta,Nuclear,0.0,2021-05-01
2021M05,Netherlands,Total,9017.712,2021-05-01
2021M05,Netherlands,Combustible fuels,140.82,2021-05-01
2021M05,Netherlands,Coal,715.785,2021-05-01
2021M05,Netherlands,Natural gas,4237.791,2021-05-01
2021M05,Netherlands,Nuclear,209.691,2021-05-01
2021M05,Austria,Total,6437.096,2021-05-01
2021M05,Austria,Combustible fuels,47.519,2021-05-01
2021M05,Austria,Coal,184.513,2021-05-01
2021M05,Austria,Natural gas,324.572,2021-05-01
2021M05,Austria,Nuclear,0.0,2021-05-01
2021M05,Poland,Total,12327.502,2021-05-01
2021M05,Poland,Combustible fuels,121.525,2021-05-01
2021M05,Poland,Coal,8271.355,2021-05-01
2021M05,Poland,Natural gas,1179.843,2021-05-01
2021M05,Poland,Nuclear,0.0,2021-05-01
2021M05,Portugal,Total,3536.39,2021-05-01
2021M05,Portugal,Combustible fuels,26.436,2021-05-01
2021M05,Portugal,Coal,35.09,2021-05-01
2021M05,Portugal,Natural gas,915.802,2021-05-01
2021M05,Portugal,Nuclear,0.0,2021-05-01
2021M05,Romania,Total,4571.0,2021-05-01
2021M05,Romania,Combustible fuels,0.0,2021-05-01
2021M05,Romania,Coal,656.0,2021-05-01
2021M05,Romania,Natural gas,407.0,2021-05-01
2021M05,Romania,Nuclear,607.0,2021-05-01
2021M05,Slovenia,Total,1367.246,2021-05-01
2021M05,Slovenia,Combustible fuels,0.818,2021-05-01
2021M05,Slovenia,Coal,171.633,2021-05-01
2021M05,Slovenia,Natural gas,20.287,2021-05-01
2021M05,Slovenia,Nuclear,417.151,2021-05-01
2021M05,Slovakia,Total,2221.0,2021-05-01
2021M05,Slovakia,Combustible fuels,97.0,2021-05-01
2021M05,Slovakia,Coal,75.0,2021-05-01
2021M05,Slovakia,Natural gas,225.0,2021-05-01
2021M05,Slovakia,Nuclear,1109.0,2021-05-01
2021M05,Finland,Total,5084.241,2021-05-01
2021M05,Finland,Combustible fuels,64.0,2021-05-01
2021M05,Finland,Coal,312.0,2021-05-01
2021M05,Finland,Natural gas,138.0,2021-05-01
2021M05,Finland,Nuclear,1499.241,2021-05-01
2021M05,Sweden,Total,12504.108,2021-05-01
2021M05,Sweden,Combustible fuels,153.41,2021-05-01
2021M05,Sweden,Coal,0.0,2021-05-01
2021M05,Sweden,Natural gas,2.16,2021-05-01
2021M05,Sweden,Nuclear,3764.0,2021-05-01
2021M06,EU,Total,204967.395,2021-06-01
2021M06,EU,Combustible fuels,2725.857,2021-06-01
2021M06,EU,Coal,26037.776,2021-06-01
2021M06,EU,Natural gas,27807.319,2021-06-01
2021M06,EU,Nuclear,52175.547,2021-06-01
2021M06,Belgium,Total,7278.145,2021-06-01
2021M06,Belgium,Combustible fuels,67.226,2021-06-01
2021M06,Belgium,Coal,170.348,2021-06-01
2021M06,Belgium,Natural gas,1584.369,2021-06-01
2021M06,Belgium,Nuclear,3968.818,2021-06-01
2021M06,Bulgaria,Total,2992.516,2021-06-01
2021M06,Bulgaria,Combustible fuels,0.0,2021-06-01
2021M06,Bulgaria,Coal,492.966,2021-06-01
2021M06,Bulgaria,Natural gas,155.889,2021-06-01
2021M06,Bulgaria,Nuclear,1410.021,2021-06-01
2021M06,Czechia,Total,5569.26,2021-06-01
2021M06,Czechia,Combustible fuels,8.3,2021-06-01
2021M06,Czechia,Coal,1704.452,2021-06-01
2021M06,Czechia,Natural gas,589.01,2021-06-01
2021M06,Czechia,Nuclear,2270.494,2021-06-01
2021M06,Denmark,Total,1788.183,2021-06-01
2021M06,Denmark,Combustible fuels,52.221,2021-06-01
2021M06,Denmark,Coal,261.104,2021-06-01
2021M06,Denmark,Natural gas,51.414,2021-06-01
2021M06,Denmark,Nuclear,0.0,2021-06-01
2021M06,Germany,Total,38729.424,2021-06-01
2021M06,Germany,Combustible fuels,1340.281,2021-06-01
2021M06,Germany,Coal,10953.664,2021-06-01
2021M06,Germany,Natural gas,5403.161,2021-06-01
2021M06,Germany,Nuclear,4944.05,2021-06-01
2021M06,Estonia,Total,455.568,2021-06-01
2021M06,Estonia,Combustible fuels,300.896,2021-06-01
2021M06,Estonia,Coal,0.0,2021-06-01
2021M06,Estonia,Natural gas,0.0,2021-06-01
2021M06,Estonia,Nuclear,0.0,2021-06-01
2021M06,Ireland,Total,2235.348,2021-06-01
2021M06,Ireland,Combustible fuels,81.479,2021-06-01
2021M06,Ireland,Coal,253.891,2021-06-01
2021M06,Ireland,Natural gas,1193.044,2021-06-01
2021M06,Ireland,Nuclear,0.0,2021-06-01
2021M06,Greece,Total,4013.43,2021-06-01
2021M06,Greece,Combustible fuels,0.036,2021-06-01
2021M06,Greece,Coal,253.961,2021-06-01
2021M06,Greece,Natural gas,2025.52,2021-06-01
2021M06,Greece,Nuclear,0.0,2021-06-01
2021M06,Spain,Total,19852.584,2021-06-01
2021M06,Spain,Combustible fuels,196.636,2021-06-01
2021M06,Spain,Coal,473.944,2021-06-01
2021M06,Spain,Natural gas,5343.758,2021-06-01
2021M06,Spain,Nuclear,3684.384,2021-06-01
2021M06,France,Total,39711.996,2021-06-01
2021M06,France,Combustible fuels,0.0,2021-06-01
2021M06,France,Coal,163.482,2021-06-01
2021M06,France,Natural gas,1928.94,2021-06-01
2021M06,France,Nuclear,27716.162,2021-06-01
2021M06,Croatia,Total,880.454,2021-06-01
2021M06,Croatia,Combustible fuels,0.0,2021-06-01
2021M06,Croatia,Coal,136.514,2021-06-01
2021M06,Croatia,Natural gas,142.314,2021-06-01
2021M06,Croatia,Nuclear,0.0,2021-06-01
2021M06,Italy,Total,23839.0,2021-06-01
2021M06,Italy,Combustible fuels,0.0,2021-06-01
2021M06,Italy,Coal,0.0,2021-06-01
2021M06,Italy,Natural gas,0.0,2021-06-01
2021M06,Italy,Nuclear,0.0,2021-06-01
2021M06,Cyprus,Total,408.169,2021-06-01
2021M06,Cyprus,Combustible fuels,0.0,2021-06-01
2021M06,Cyprus,Coal,0.0,2021-06-01
2021M06,Cyprus,Natural gas,0.0,2021-06-01
2021M06,Cyprus,Nuclear,0.0,2021-06-01
2021M06,Latvia,Total,354.0,2021-06-01
2021M06,Latvia,Combustible fuels,0.0,2021-06-01
2021M06,Latvia,Coal,0.0,2021-06-01
2021M06,Latvia,Natural gas,110.0,2021-06-01
2021M06,Latvia,Nuclear,0.0,2021-06-01
2021M06,Lithuania,Total,332.061,2021-06-01
2021M06,Lithuania,Combustible fuels,1.084,2021-06-01
2021M06,Lithuania,Coal,0.0,2021-06-01
2021M06,Lithuania,Natural gas,162.938,2021-06-01
2021M06,Lithuania,Nuclear,0.0,2021-06-01
2021M06,Luxembourg,Total,170.84,2021-06-01
2021M06,Luxembourg,Combustible fuels,5.272,2021-06-01
2021M06,Luxembourg,Coal,0.0,2021-06-01
2021M06,Luxembourg,Natural gas,7.327,2021-06-01
2021M06,Luxembourg,Nuclear,0.0,2021-06-01
2021M06,Hungary,Total,2980.323,2021-06-01
2021M06,Hungary,Combustible fuels,29.831,2021-06-01
2021M06,Hungary,Coal,206.339,2021-06-01
2021M06,Hungary,Natural gas,640.801,2021-06-01
2021M06,Hungary,Nuclear,1346.65,2021-06-01
2021M06,Malta,Total,210.308,2021-06-01
2021M06,Malta,Combustible fuels,0.0,2021-06-01
2021M06,Malta,Coal,0.0,2021-06-01
2021M06,Malta,Natural gas,181.976,2021-06-01
2021M06,Malta,Nuclear,0.0,2021-06-01
2021M06,Netherlands,Total,8624.519,2021-06-01
2021M06,Netherlands,Combustible fuels,122.914,2021-06-01
2021M06,Netherlands,Coal,652.586,2021-06-01
2021M06,Netherlands,Natural gas,4780.527,2021-06-01
2021M06,Netherlands,Nuclear,0.0,2021-06-01
2021M06,Austria,Total,6299.526,2021-06-01
2021M06,Austria,Combustible fuels,40.228,2021-06-01
2021M06,Austria,Coal,169.577,2021-06-01
2021M06,Austria,Natural gas,186.08,2021-06-01
2021M06,Austria,Nuclear,0.0,2021-06-01
2021M06,Poland,Total,12461.058,2021-06-01
2021M06,Poland,Combustible fuels,127.927,2021-06-01
2021M06,Poland,Coal,9073.239,2021-06-01
2021M06,Poland,Natural gas,1256.825,2021-06-01
2021M06,Poland,Nuclear,0.0,2021-06-01
2021M06,Portugal,Total,3376.948,2021-06-01
2021M06,Portugal,Combustible fuels,27.36,2021-06-01
2021M06,Portugal,Coal,36.518,2021-06-01
2021M06,Portugal,Natural gas,1073.939,2021-06-01
2021M06,Portugal,Nuclear,0.0,2021-06-01
2021M06,Romania,Total,4669.0,2021-06-01
2021M06,Romania,Combustible fuels,0.0,2021-06-01
2021M06,Romania,Coal,706.0,2021-06-01
2021M06,Romania,Natural gas,541.0,2021-06-01
2021M06,Romania,Nuclear,695.0,2021-06-01
2021M06,Slovenia,Total,1283.466,2021-06-01
2021M06,Slovenia,Combustible fuels,0.866,2021-06-01
2021M06,Slovenia,Coal,116.191,2021-06-01
2021M06,Slovenia,Natural gas,28.157,2021-06-01
2021M06,Slovenia,Nuclear,491.433,2021-06-01
2021M06,Slovakia,Total,2129.0,2021-06-01
2021M06,Slovakia,Combustible fuels,67.0,2021-06-01
2021M06,Slovakia,Coal,67.0,2021-06-01
2021M06,Slovakia,Natural gas,338.0,2021-06-01
2021M06,Slovakia,Nuclear,1059.0,2021-06-01
2021M06,Finland,Total,4290.099,2021-06-01
2021M06,Finland,Combustible fuels,70.0,2021-06-01
2021M06,Finland,Coal,146.0,2021-06-01
2021M06,Finland,Natural gas,80.0,2021-06-01
2021M06,Finland,Nuclear,1564.645,2021-06-01
2021M06,Sweden,Total,10032.17,2021-06-01
2021M06,Sweden,Combustible fuels,186.3,2021-06-01
2021M06,Sweden,Coal,0.0,2021-06-01
2021M06,Sweden,Natural gas,2.33,2021-06-01
2021M06,Sweden,Nuclear,3024.89,2021-06-01
2021M07,EU,Total,217654.185,2021-07-01
2021M07,EU,Combustible fuels,2775.824,2021-07-01
2021M07,EU,Coal,28804.267,2021-07-01
2021M07,EU,Natural gas,27562.57,2021-07-01
2021M07,EU,Nuclear,56470.315,2021-07-01
2021M07,Belgium,Total,7670.824,2021-07-01
2021M07,Belgium,Combustible fuels,82.868,2021-07-01
2021M07,Belgium,Coal,197.011,2021-07-01
2021M07,Belgium,Natural gas,1245.38,2021-07-01
2021M07,Belgium,Nuclear,4283.092,2021-07-01
2021M07,Bulgaria,Total,3512.016,2021-07-01
2021M07,Bulgaria,Combustible fuels,0.0,2021-07-01
2021M07,Bulgaria,Coal,975.295,2021-07-01
2021M07,Bulgaria,Natural gas,257.78,2021-07-01
2021M07,Bulgaria,Nuclear,1459.986,2021-07-01
2021M07,Czechia,Total,5741.308,2021-07-01
2021M07,Czechia,Combustible fuels,7.505,2021-07-01
2021M07,Czechia,Coal,2203.531,2021-07-01
2021M07,Czechia,Natural gas,521.25,2021-07-01
2021M07,Czechia,Nuclear,1952.256,2021-07-01
2021M07,Denmark,Total,1758.474,2021-07-01
2021M07,Denmark,Combustible fuels,49.168,2021-07-01
2021M07,Denmark,Coal,337.779,2021-07-01
2021M07,Denmark,Natural gas,37.178,2021-07-01
2021M07,Denmark,Nuclear,0.0,2021-07-01
2021M07,Germany,Total,39031.455,2021-07-01
2021M07,Germany,Combustible fuels,1398.698,2021-07-01
2021M07,Germany,Coal,10479.903,2021-07-01
2021M07,Germany,Natural gas,4974.114,2021-07-01
2021M07,Germany,Nuclear,5517.204,2021-07-01
2021M07,Estonia,Total,492.252,2021-07-01
2021M07,Estonia,Combustible fuels,329.179,2021-07-01
2021M07,Estonia,Coal,0.0,2021-07-01
2021M07,Estonia,Natural gas,0.0,2021-07-01
2021M07,Estonia,Nuclear,0.0,2021-07-01
2021M07,Ireland,Total,2098.958,2021-07-01
2021M07,Ireland,Combustible fuels,26.556,2021-07-01
2021M07,Ireland,Coal,290.857,2021-07-01
2021M07,Ireland,Natural gas,1342.993,2021-07-01
2021M07,Ireland,Nuclear,0.0,2021-07-01
2021M07,Greece,Total,5406.125,2021-07-01
2021M07,Greece,Combustible fuels,0.0,2021-07-01
2021M07,Greece,Coal,458.755,2021-07-01
2021M07,Greece,Natural gas,2475.953,2021-07-01
2021M07,Greece,Nuclear,0.0,2021-07-01
2021M07,Spain,Total,22428.385,2021-07-01
2021M07,Spain,Combustible fuels,204.98,2021-07-01
2021M07,Spain,Coal,311.71,2021-07-01
2021M07,Spain,Natural gas,5453.341,2021-07-01
2021M07,Spain,Nuclear,5119.329,2021-07-01
2021M07,France,Total,40986.86,2021-07-01
2021M07,France,Combustible fuels,0.0,2021-07-01
2021M07,France,Coal,209.237,2021-07-01
2021M07,France,Natural gas,1945.194,2021-07-01
2021M07,France,Nuclear,28449.338,2021-07-01
2021M07,Croatia,Total,977.037,2021-07-01
2021M07,Croatia,Combustible fuels,0.0,2021-07-01
2021M07,Croatia,Coal,146.361,2021-07-01
2021M07,Croatia,Natural gas,261.49,2021-07-01
2021M07,Croatia,Nuclear,0.0,2021-07-01
2021M07,Italy,Total,26161.0,2021-07-01
2021M07,Italy,Combustible fuels,0.0,2021-07-01
2021M07,Italy,Coal,0.0,2021-07-01
2021M07,Italy,Natural gas,0.0,2021-07-01
2021M07,Italy,Nuclear,0.0,2021-07-01
2021M07,Cyprus,Total,587.898,2021-07-01
2021M07,Cyprus,Combustible fuels,0.0,2021-07-01
2021M07,Cyprus,Coal,0.0,2021-07-01
2021M07,Cyprus,Natural gas,0.0,2021-07-01
2021M07,Cyprus,Nuclear,0.0,2021-07-01
2021M07,Latvia,Total,307.0,2021-07-01
2021M07,Latvia,Combustible fuels,0.0,2021-07-01
2021M07,Latvia,Coal,0.0,2021-07-01
2021M07,Latvia,Natural gas,172.0,2021-07-01
2021M07,Latvia,Nuclear,0.0,2021-07-01
2021M07,Lithuania,Total,300.377,2021-07-01
2021M07,Lithuania,Combustible fuels,6.442,2021-07-01
2021M07,Lithuania,Coal,0.0,2021-07-01
2021M07,Lithuania,Natural gas,106.461,2021-07-01
2021M07,Lithuania,Nuclear,0.0,2021-07-01
2021M07,Luxembourg,Total,178.155,2021-07-01
2021M07,Luxembourg,Combustible fuels,5.324,2021-07-01
2021M07,Luxembourg,Coal,0.0,2021-07-01
2021M07,Luxembourg,Natural gas,8.09,2021-07-01
2021M07,Luxembourg,Nuclear,0.0,2021-07-01
2021M07,Hungary,Total,2986.639,2021-07-01
2021M07,Hungary,Combustible fuels,27.357,2021-07-01
2021M07,Hungary,Coal,254.653,2021-07-01
2021M07,Hungary,Natural gas,682.603,2021-07-01
2021M07,Hungary,Nuclear,1297.504,2021-07-01
2021M07,Malta,Total,236.992,2021-07-01
2021M07,Malta,Combustible fuels,0.0,2021-07-01
2021M07,Malta,Coal,0.0,2021-07-01
2021M07,Malta,Natural gas,209.223,2021-07-01
2021M07,Malta,Nuclear,0.0,2021-07-01
2021M07,Netherlands,Total,9633.948,2021-07-01
2021M07,Netherlands,Combustible fuels,152.417,2021-07-01
2021M07,Netherlands,Coal,1489.974,2021-07-01
2021M07,Netherlands,Natural gas,4017.375,2021-07-01
2021M07,Netherlands,Nuclear,328.66,2021-07-01
2021M07,Austria,Total,6060.688,2021-07-01
2021M07,Austria,Combustible fuels,41.297,2021-07-01
2021M07,Austria,Coal,137.918,2021-07-01
2021M07,Austria,Natural gas,202.18,2021-07-01
2021M07,Austria,Nuclear,0.0,2021-07-01
2021M07,Poland,Total,13368.958,2021-07-01
2021M07,Poland,Combustible fuels,100.963,2021-07-01
2021M07,Poland,Coal,10049.604,2021-07-01
2021M07,Poland,Natural gas,1258.564,2021-07-01
2021M07,Poland,Nuclear,0.0,2021-07-01
2021M07,Portugal,Total,3953.36,2021-07-01
2021M07,Portugal,Combustible fuels,21.164,2021-07-01
2021M07,Portugal,Coal,73.365,2021-07-01
2021M07,Portugal,Natural gas,1312.374,2021-07-01
2021M07,Portugal,Nuclear,0.0,2021-07-01
2021M07,Romania,Total,4559.0,2021-07-01
2021M07,Romania,Combustible fuels,0.0,2021-07-01
2021M07,Romania,Coal,895.0,2021-07-01
2021M07,Romania,Natural gas,691.0,2021-07-01
2021M07,Romania,Nuclear,849.0,2021-07-01
2021M07,Slovenia,Total,1168.98,2021-07-01
2021M07,Slovenia,Combustible fuels,0.628,2021-07-01
2021M07,Slovenia,Coal,145.57,2021-07-01
2021M07,Slovenia,Natural gas,16.968,2021-07-01
2021M07,Slovenia,Nuclear,501.751,2021-07-01
2021M07,Slovakia,Total,2286.0,2021-07-01
2021M07,Slovakia,Combustible fuels,123.0,2021-07-01
2021M07,Slovakia,Coal,72.0,2021-07-01
2021M07,Slovakia,Natural gas,285.0,2021-07-01
2021M07,Slovakia,Nuclear,1233.0,2021-07-01
2021M07,Finland,Total,4395.382,2021-07-01
2021M07,Finland,Combustible fuels,70.438,2021-07-01
2021M07,Finland,Coal,75.744,2021-07-01
2021M07,Finland,Natural gas,82.349,2021-07-01
2021M07,Finland,Nuclear,2024.675,2021-07-01
2021M07,Sweden,Total,11366.114,2021-07-01
2021M07,Sweden,Combustible fuels,127.84,2021-07-01
2021M07,Sweden,Coal,0.0,2021-07-01
2021M07,Sweden,Natural gas,3.71,2021-07-01
2021M07,Sweden,Nuclear,3454.52,2021-07-01
2021M08,EU,Total,211321.6,2021-08-01
2021M08,EU,Combustible fuels,2693.362,2021-08-01
2021M08,EU,Coal,29260.548,2021-08-01
2021M08,EU,Natural gas,23152.456,2021-08-01
2021M08,EU,Nuclear,57197.726,2021-08-01
2021M08,Belgium,Total,7463.864,2021-08-01
2021M08,Belgium,Combustible fuels,72.988,2021-08-01
2021M08,Belgium,Coal,207.106,2021-08-01
2021M08,Belgium,Natural gas,1107.835,2021-08-01
2021M08,Belgium,Nuclear,4139.02,2021-08-01
2021M08,Bulgaria,Total,3578.518,2021-08-01
2021M08,Bulgaria,Combustible fuels,0.0,2021-08-01
2021M08,Bulgaria,Coal,1235.301,2021-08-01
2021M08,Bulgaria,Natural gas,175.795,2021-08-01
2021M08,Bulgaria,Nuclear,1466.382,2021-08-01
2021M08,Czechia,Total,5703.436,2021-08-01
2021M08,Czechia,Combustible fuels,8.512,2021-08-01
2021M08,Czechia,Coal,2206.341,2021-08-01
2021M08,Czechia,Natural gas,303.039,2021-08-01
2021M08,Czechia,Nuclear,2202.091,2021-08-01
2021M08,Denmark,Total,2131.272,2021-08-01
2021M08,Denmark,Combustible fuels,52.148,2021-08-01
2021M08,Denmark,Coal,223.431,2021-08-01
2021M08,Denmark,Natural gas,41.717,2021-08-01
2021M08,Denmark,Nuclear,0.0,2021-08-01
2021M08,Germany,Total,39706.555,2021-08-01
2021M08,Germany,Combustible fuels,1386.657,2021-08-01
2021M08,Germany,Coal,10746.378,2021-08-01
2021M08,Germany,Natural gas,3844.675,2021-08-01
2021M08,Germany,Nuclear,5792.588,2021-08-01
2021M08,Estonia,Total,439.023,2021-08-01
2021M08,Estonia,Combustible fuels,275.638,2021-08-01
2021M08,Estonia,Coal,0.0,2021-08-01
2021M08,Estonia,Natural gas,0.0,2021-08-01
2021M08,Estonia,Nuclear,0.0,2021-08-01
2021M08,Ireland,Total,2346.107,2021-08-01
2021M08,Ireland,Combustible fuels,77.384,2021-08-01
2021M08,Ireland,Coal,279.469,2021-08-01
2021M08,Ireland,Natural gas,1322.167,2021-08-01
2021M08,Ireland,Nuclear,0.0,2021-08-01
2021M08,Greece,Total,5312.653,2021-08-01
2021M08,Greece,Combustible fuels,0.01,2021-08-01
2021M08,Greece,Coal,622.2,2021-08-01
2021M08,Greece,Natural gas,2326.46,2021-08-01
2021M08,Greece,Nuclear,0.0,2021-08-01
2021M08,Spain,Total,21553.109,2021-08-01
2021M08,Spain,Combustible fuels,212.2,2021-08-01
2021M08,Spain,Coal,319.616,2021-08-01
2021M08,Spain,Natural gas,5654.188,2021-08-01
2021M08,Spain,Nuclear,5150.264,2021-08-01
2021M08,France,Total,39578.297,2021-08-01
2021M08,France,Combustible fuels,0.0,2021-08-01
2021M08,France,Coal,285.943,2021-08-01
2021M08,France,Natural gas,1144.138,2021-08-01
2021M08,France,Nuclear,29010.95,2021-08-01
2021M08,Croatia,Total,999.911,2021-08-01
2021M08,Croatia,Combustible fuels,0.0,2021-08-01
2021M08,Croatia,Coal,141.809,2021-08-01
2021M08,Croatia,Natural gas,261.836,2021-08-01
2021M08,Croatia,Nuclear,0.0,2021-08-01
2021M08,Italy,Total,23134.0,2021-08-01
2021M08,Italy,Combustible fuels,0.0,2021-08-01
2021M08,Italy,Coal,0.0,2021-08-01
2021M08,Italy,Natural gas,0.0,2021-08-01
2021M08,Italy,Nuclear,0.0,2021-08-01
2021M08,Cyprus,Total,596.719,2021-08-01
2021M08,Cyprus,Combustible fuels,0.0,2021-08-01
2021M08,Cyprus,Coal,0.0,2021-08-01
2021M08,Cyprus,Natural gas,0.0,2021-08-01
2021M08,Cyprus,Nuclear,0.0,2021-08-01
2021M08,Latvia,Total,162.0,2021-08-01
2021M08,Latvia,Combustible fuels,0.0,2021-08-01
