time,country,crude_oil_100,natural_gas_100,coal_100,elec_100,steel_100,copper_100,aluminum_100
2016M01,Finland,69.94,83.16,78.15,102.17,81.49,72.87,73.86
2016M01,Sweden,69.94,83.16,78.15,102.13,81.49,72.87,73.86
2016M02,EU,62.93,77.78,80.87,102.09,83.68,71.44,75.95
2016M02,Belgium,62.93,77.78,80.87,102.05,83.68,71.44,75.95
2016M02,Bulgaria,62.93,77.78,80.87,99.25,83.68,71.44,75.95
2016M02,Czechia,62.93,77.78,80.87,99.07,83.68,71.44,75.95
2016M02,Denmark,62.93,77.78,80.87,98.85,83.68,71.44,75.95
2016M02,Germany,62.93,77.78,80.87,98.67,83.68,71.44,75.95
2016M02,Estonia,62.93,77.78,80.87,98.49,83.68,71.44,75.95
2016M02,Ireland,62.93,77.78,80.87,98.27,83.68,71.44,75.95
2016M02,Greece,62.93,77.78,80.87,97.99,83.68,71.44,75.95
2016M02,Spain,62.93,77.78,80.87,98.52,83.68,71.44,75.95
2016M02,France,62.93,77.78,80.87,99.04,83.68,71.44,75.95
2016M02,Croatia,62.93,77.78,80.87,99.56,83.68,71.44,75.95
2016M02,Italy,62.93,77.78,80.87,100.0,83.68,71.44,75.95
2016M02,Cyprus,62.93,77.78,80.87,100.53,83.68,71.44,75.95
2016M02,Latvia,62.93,77.78,80.87,97.1,83.68,71.44,75.95
2016M02,Lithuania,62.93,77.78,80.87,96.61,83.68,71.44,75.95
2016M02,Luxembourg,62.93,77.78,80.87,96.13,83.68,71.44,75.95
2016M02,Hungary,62.93,77.78,80.87,95.7,83.68,71.44,75.95
2016M02,Malta,62.93,77.78,80.87,95.21,83.68,71.44,75.95
2016M02,Netherlands,62.93,77.78,80.87,94.72,83.68,71.44,75.95
2016M02,Austria,62.93,77.78,80.87,74.18,83.68,71.44,75.95
2016M02,Poland,62.93,77.78,80.87,76.25,83.68,71.44,75.95
2016M02,Portugal,62.93,77.78,80.87,78.27,83.68,71.44,75.95
2016M02,Romania,62.93,77.78,80.87,80.34,83.68,71.44,75.95
2016M02,Slovenia,62.93,77.78,80.87,82.41,83.68,71.44,75.95
2016M02,Slovakia,62.93,77.78,80.87,84.43,83.68,71.44,75.95
2016M02,Finland,62.93,77.78,80.87,92.84,83.68,71.44,75.95
2016M02,Sweden,62.93,77.78,80.87,92.26,83.68,71.44,75.95
2016M03,EU,63.06,60.0,81.83,91.63,103.97,74.7,76.28
2016M03,Belgium,63.06,60.0,81.83,91.01,103.97,74.7,76.28
2016M03,Bulgaria,63.06,60.0,81.83,90.44,103.97,74.7,76.28
2016M03,Czechia,63.06,60.0,81.83,89.86,103.97,74.7,76.28
2016M03,Denmark,63.06,60.0,81.83,94.52,103.97,74.7,76.28
2016M03,Germany,63.06,60.0,81.83,93.64,103.97,74.7,76.28
2016M03,Estonia,63.06,60.0,81.83,92.76,103.97,74.7,76.28
2016M03,Ireland,63.06,60.0,81.83,91.88,103.97,74.7,76.28
2016M03,Greece,63.06,60.0,81.83,91.0,103.97,74.7,76.28
2016M03,Spain,63.06,60.0,81.83,90.12,103.97,74.7,76.28
2016M03,France,63.06,60.0,81.83,98.22,103.97,74.7,76.28
2016M03,Croatia,63.06,60.0,81.83,98.07,103.97,74.7,76.28
2016M03,Italy,63.06,60.0,81.83,97.92,103.97,74.7,76.28
2016M03,Cyprus,63.06,60.0,81.83,97.77,103.97,74.7,76.28
2016M03,Latvia,63.06,60.0,81.83,97.69,103.97,74.7,76.28
2016M03,Lithuania,63.06,60.0,81.83,97.54,103.97,74.7,76.28
2016M03,Luxembourg,63.06,60.0,81.83,94.62,103.97,74.7,76.28
2016M03,Hungary,63.06,60.0,81.83,94.8,103.97,74.7,76.28
2016M03,Malta,63.06,60.0,81.83,95.02,103.97,74.7,76.28
2016M03,Netherlands,63.06,60.0,81.83,95.2,103.97,74.7,76.28
2016M03,Austria,63.06,60.0,81.83,95.38,103.97,74.7,76.28
2016M03,Poland,63.06,60.0,81.83,95.6,103.97,74.7,76.28
2016M03,Portugal,63.06,60.0,81.83,78.48,103.97,74.7,76.28
2016M03,Romania,63.06,60.0,81.83,80.1,103.97,74.7,76.28
2016M03,Slovenia,63.06,60.0,81.83,81.67,103.97,74.7,76.28
2016M03,Slovakia,63.06,60.0,81.83,83.29,103.97,74.7,76.28
2016M03,Finland,63.06,60.0,81.83,84.91,103.97,74.7,76.28
2016M03,Sweden,63.06,60.0,81.83,86.48,103.97,74.7,76.28
2016M04,EU,70.95,69.0,81.27,97.49,124.63,76.87,74.36
2016M04,Belgium,70.95,69.0,81.27,98.43,124.63,76.87,74.36
2016M04,Bulgaria,70.95,69.0,81.27,99.37,124.63,76.87,74.36
2016M04,Czechia,70.95,69.0,81.27,100.31,124.63,76.87,74.36
2016M04,Denmark,70.95,69.0,81.27,101.25,124.63,76.87,74.36
2016M04,Germany,70.95,69.0,81.27,102.19,124.63,76.87,74.36
2016M04,Estonia,70.95,69.0,81.27,96.45,124.63,76.87,74.36
2016M04,Ireland,70.95,69.0,81.27,95.54,124.63,76.87,74.36
2016M04,Greece,70.95,69.0,81.27,94.63,124.63,76.87,74.36
2016M04,Spain,70.95,69.0,81.27,93.72,124.63,76.87,74.36
2016M04,France,70.95,69.0,81.27,92.81,124.63,76.87,74.36
2016M04,Croatia,70.95,69.0,81.27,91.9,124.63,76.87,74.36
2016M04,Italy,70.95,69.0,81.27,98.47,124.63,76.87,74.36
2016M04,Cyprus,70.95,69.0,81.27,98.56,124.63,76.87,74.36
2016M04,Latvia,70.95,69.0,81.27,98.65,124.63,76.87,74.36
2016M04,Lithuania,70.95,69.0,81.27,98.74,124.63,76.87,74.36
2016M04,Luxembourg,70.95,69.0,81.27,98.74,124.63,76.87,74.36
2016M04,Hungary,70.95,69.0,81.27,98.83,124.63,76.87,74.36
2016M04,Malta,70.95,69.0,81.27,94.89,124.63,76.87,74.36
2016M04,Netherlands,70.95,69.0,81.27,95.22,124.63,76.87,74.36
2016M04,Austria,70.95,69.0,81.27,95.55,124.63,76.87,74.36
2016M04,Poland,70.95,69.0,81.27,95.8,124.63,76.87,74.36
2016M04,Portugal,70.95,69.0,81.27,96.13,124.63,76.87,74.36
2016M04,Romania,70.95,69.0,81.27,96.46,124.63,76.87,74.36
2016M04,Slovenia,70.95,69.0,81.27,88.47,124.63,76.87,74.36
2016M04,Slovakia,70.95,69.0,81.27,88.26,124.63,76.87,74.36
2016M04,Finland,70.95,69.0,81.27,88.05,124.63,76.87,74.36
2016M04,Sweden,70.95,69.0,81.27,87.84,124.63,76.87,74.36
2016M05,EU,70.95,69.0,85.67,87.68,88.25,76.87,74.36
2016M05,Belgium,70.95,69.0,85.67,87.47,88.25,76.87,74.36
2016M05,Bulgaria,70.95,69.0,85.67,96.48,88.25,76.87,74.36
2016M05,Czechia,70.95,69.0,85.67,92.32,88.25,76.87,74.36
2016M05,Denmark,70.95,69.0,85.67,88.16,88.25,76.87,74.36
2016M05,Germany,70.95,69.0,85.67,83.94,88.25,76.87,74.36
2016M05,Estonia,70.95,69.0,85.67,79.78,88.25,76.87,74.36
2016M05,Ireland,70.95,69.0,85.67,75.62,88.25,76.87,74.36
2016M05,Greece,70.95,69.0,85.67,101.61,88.25,76.87,74.36
2016M05,Spain,70.95,69.0,85.67,101.27,88.25,76.87,74.36
2016M05,France,70.95,69.0,85.67,100.94,88.25,76.87,74.36
2016M05,Croatia,70.95,69.0,85.67,100.61,88.25,76.87,74.36
2016M05,Italy,70.95,69.0,85.67,100.34,88.25,76.87,74.36
2016M05,Cyprus,70.95,69.0,85.67,100.01,88.25,76.87,74.36
2016M05,Latvia,70.95,69.0,85.67,92.02,88.25,76.87,74.36
2016M05,Lithuania,70.95,69.0,85.67,92.02,88.25,76.87,74.36
2016M05,Luxembourg,70.95,69.0,85.67,91.95,88.25,76.87,74.36
2016M05,Hungary,70.95,69.0,85.67,91.95,88.25,76.87,74.36
2016M05,Malta,70.95,69.0,85.67,91.95,88.25,76.87,74.36
2016M05,Netherlands,70.95,69.0,85.67,91.88,88.25,76.87,74.36
2016M05,Austria,70.95,69.0,85.67,102.16,88.25,76.87,74.36
2016M05,Poland,70.95,69.0,85.67,102.16,88.25,76.87,74.36
2016M05,Portugal,70.95,69.0,85.67,102.16,88.25,76.87,74.36
2016M05,Romania,70.95,69.0,85.67,102.16,88.25,76.87,74.36
2016M05,Slovenia,70.95,69.0,85.67,102.11,88.25,76.87,74.36
2016M05,Slovakia,70.95,69.0,85.67,102.11,88.25,76.87,74.36
2016M05,Finland,70.95,69.0,85.67,90.95,88.25,76.87,74.36
2016M05,Sweden,70.95,69.0,85.67,90.62,88.25,76.87,74.36
2016M06,EU,90.82,80.39,90.96,90.29,100.91,72.7,74.64
2016M06,Belgium,90.82,80.39,90.96,89.96,100.91,72.7,74.64
2016M06,Bulgaria,90.82,80.39,90.96,89.64,100.91,72.7,74.64
2016M06,Czechia,90.82,80.39,90.96,89.32,100.91,72.7,74.64
2016M06,Denmark,90.82,80.39,90.96,101.19,100.91,72.7,74.64
2016M06,Germany,90.82,80.39,90.96,100.88,100.91,72.7,74.64
2016M06,Estonia,90.82,80.39,90.96,100.49,100.91,72.7,74.64
2016M06,Ireland,90.82,80.39,90.96,100.17,100.91,72.7,74.64
2016M06,Greece,90.82,80.39,90.96,99.85,100.91,72.7,74.64
2016M06,Spain,90.82,80.39,90.96,99.45,100.91,72.7,74.64
2016M06,France,90.82,80.39,90.96,97.95,100.91,72.7,74.64
2016M06,Croatia,90.82,80.39,90.96,97.89,100.91,72.7,74.64
2016M06,Italy,90.82,80.39,90.96,97.77,100.91,72.7,74.64
2016M06,Cyprus,90.82,80.39,90.96,97.71,100.91,72.7,74.64
2016M06,Latvia,90.82,80.39,90.96,97.65,100.91,72.7,74.64
2016M06,Lithuania,90.82,80.39,90.96,97.53,100.91,72.7,74.64
2016M06,Luxembourg,90.82,80.39,90.96,98.47,100.91,72.7,74.64
2016M06,Hungary,90.82,80.39,90.96,98.76,100.91,72.7,74.64
2016M06,Malta,90.82,80.39,90.96,99.15,100.91,72.7,74.64
2016M06,Netherlands,90.82,80.39,90.96,99.44,100.91,72.7,74.64
2016M06,Austria,90.82,80.39,90.96,99.73,100.91,72.7,74.64
2016M06,Poland,90.82,80.39,90.96,100.11,100.91,72.7,74.64
2016M06,Portugal,90.82,80.39,90.96,99.0,100.91,72.7,74.64
2016M06,Romania,90.82,80.39,90.96,100.11,100.91,72.7,74.64
2016M06,Slovenia,90.82,80.39,90.96,101.22,100.91,72.7,74.64
2016M06,Slovakia,90.82,80.39,90.96,102.32,100.91,72.7,74.64
2016M06,Finland,90.82,80.39,90.96,103.54,100.91,72.7,74.64
2016M06,Sweden,90.82,80.39,90.96,104.65,100.91,72.7,74.64
2016M07,EU,90.0,103.03,97.93,94.46,107.08,77.47,78.43
2016M07,Belgium,90.0,103.03,97.93,95.07,107.08,77.47,78.43
2016M07,Bulgaria,90.0,103.03,97.93,95.69,107.08,77.47,78.43
2016M07,Czechia,90.0,103.03,97.93,96.3,107.08,77.47,78.43
2016M07,Denmark,90.0,103.03,97.93,96.97,107.08,77.47,78.43
2016M07,Germany,90.0,103.03,97.93,97.59,107.08,77.47,78.43
2016M07,Estonia,90.0,103.03,97.93,111.08,107.08,77.47,78.43
2016M07,Ireland,90.0,103.03,97.93,111.49,107.08,77.47,78.43
2016M07,Greece,90.0,103.03,97.93,111.96,107.08,77.47,78.43
2016M07,Spain,90.0,103.03,97.93,112.37,107.08,77.47,78.43
2016M07,France,90.0,103.03,97.93,112.79,107.08,77.47,78.43
2016M07,Croatia,90.0,103.03,97.93,113.26,107.08,77.47,78.43
2016M07,Italy,90.0,103.03,97.93,105.67,107.08,77.47,78.43
2016M07,Cyprus,90.0,103.03,97.93,104.65,107.08,77.47,78.43
2016M07,Latvia,90.0,103.03,97.93,103.62,107.08,77.47,78.43
2016M07,Lithuania,90.0,103.03,97.93,102.5,107.08,77.47,78.43
2016M07,Luxembourg,90.0,103.03,97.93,101.48,107.08,77.47,78.43
2016M07,Hungary,90.0,103.03,97.93,100.46,107.08,77.47,78.43
2016M07,Malta,90.0,103.03,97.93,96.64,107.08,77.47,78.43
2016M07,Netherlands,90.0,103.03,97.93,95.95,107.08,77.47,78.43
2016M07,Austria,90.0,103.03,97.93,95.34,107.08,77.47,78.43
2016M07,Poland,90.0,103.03,97.93,94.65,107.08,77.47,78.43
2016M07,Portugal,90.0,103.03,97.93,93.97,107.08,77.47,78.43
2016M07,Romania,90.0,103.03,97.93,93.35,107.08,77.47,78.43
2016M07,Slovenia,90.0,103.03,97.93,102.03,107.08,77.47,78.43
2016M07,Slovakia,90.0,103.03,97.93,102.44,107.08,77.47,78.43
2016M07,Finland,90.0,103.03,97.93,102.85,107.08,77.47,78.43
2016M07,Sweden,90.0,103.03,97.93,103.26,107.08,77.47,78.43
2016M08,EU,76.92,99.84,110.1,103.67,108.68,78.81,76.94
2016M08,Belgium,76.92,99.84,110.1,104.08,108.68,78.81,76.94
2016M08,Bulgaria,76.92,99.84,110.1,98.11,108.68,78.81,76.94
2016M08,Czechia,76.92,99.84,110.1,98.64,108.68,78.81,76.94
2016M08,Denmark,76.92,99.84,110.1,99.16,108.68,78.81,76.94
2016M08,Germany,76.92,99.84,110.1,99.69,108.68,78.81,76.94
2016M08,Estonia,76.92,99.84,110.1,100.22,108.68,78.81,76.94
2016M08,Ireland,76.92,99.84,110.1,100.75,108.68,78.81,76.94
2016M08,Greece,76.92,99.84,110.1,101.06,108.68,78.81,76.94
2016M08,Spain,76.92,99.84,110.1,100.63,108.68,78.81,76.94
2016M08,France,76.92,99.84,110.1,100.19,108.68,78.81,76.94
2016M08,Croatia,76.92,99.84,110.1,99.75,108.68,78.81,76.94
2016M08,Italy,76.92,99.84,110.1,99.4,108.68,78.81,76.94
2016M08,Cyprus,76.92,99.84,110.1,98.96,108.68,78.81,76.94
2016M08,Latvia,76.92,99.84,110.1,94.25,108.68,78.81,76.94
2016M08,Lithuania,76.92,99.84,110.1,93.71,108.68,78.81,76.94
2016M08,Luxembourg,76.92,99.84,110.1,93.18,108.68,78.81,76.94
2016M08,Hungary,76.92,99.84,110.1,92.64,108.68,78.81,76.94
2016M08,Malta,76.92,99.84,110.1,92.05,108.68,78.81,76.94
2016M08,Netherlands,76.92,99.84,110.1,91.52,108.68,78.81,76.94
2016M08,Austria,76.92,99.84,110.1,86.49,108.68,78.81,76.94
2016M08,Poland,76.92,99.84,110.1,86.07,108.68,78.81,76.94
2016M08,Portugal,76.92,99.84,110.1,85.71,108.68,78.81,76.94
2016M08,Romania,76.92,99.84,110.1,85.3,108.68,78.81,76.94
2016M08,Slovenia,76.92,99.84,110.1,84.94,108.68,78.81,76.94
2016M08,Slovakia,76.92,99.84,110.1,84.57,108.68,78.81,76.94
2016M08,Finland,76.92,99.84,110.1,89.23,108.68,78.81,76.94
2016M08,Sweden,76.92,99.84,110.1,88.81,108.68,78.81,76.94
2016M09,EU,83.43,101.21,115.63,88.39,99.08,72.93,76.48
2016M09,Belgium,83.43,101.21,115.63,87.97,99.08,72.93,76.48
2016M09,Bulgaria,83.43,101.21,115.63,87.55,99.08,72.93,76.48
2016M09,Czechia,83.43,101.21,115.63,87.13,99.08,72.93,76.48
2016M09,Denmark,83.43,101.21,115.63,89.24,99.08,72.93,76.48
2016M09,Germany,83.43,101.21,115.63,90.94,99.08,72.93,76.48
2016M09,Estonia,83.43,101.21,115.63,92.57,99.08,72.93,76.48
2016M09,Ireland,83.43,101.21,115.63,94.26,99.08,72.93,76.48
2016M09,Greece,83.43,101.21,115.63,95.96,99.08,72.93,76.48
2016M09,Spain,83.43,101.21,115.63,97.58,99.08,72.93,76.48
2016M09,France,83.43,101.21,115.63,97.4,99.08,72.93,76.48
2016M09,Croatia,83.43,101.21,115.63,95.7,99.08,72.93,76.48
2016M09,Italy,83.43,101.21,115.63,93.99,99.08,72.93,76.48
2016M09,Cyprus,83.43,101.21,115.63,92.28,99.08,72.93,76.48
2016M09,Latvia,83.43,101.21,115.63,90.57,99.08,72.93,76.48
2016M09,Lithuania,83.43,101.21,115.63,88.86,99.08,72.93,76.48
2016M09,Luxembourg,83.43,101.21,115.63,95.76,99.08,72.93,76.48
2016M09,Hungary,83.43,101.21,115.63,95.14,99.08,72.93,76.48
2016M09,Malta,83.43,101.21,115.63,94.57,99.08,72.93,76.48
2016M09,Netherlands,83.43,101.21,115.63,93.96,99.08,72.93,76.48
2016M09,Austria,83.43,101.21,115.63,93.34,99.08,72.93,76.48
2016M09,Poland,83.43,101.21,115.63,92.76,99.08,72.93,76.48
2016M09,Portugal,83.43,101.21,115.63,88.1,99.08,72.93,76.48
2016M09,Romania,83.43,101.21,115.63,89.98,99.08,72.93,76.48
2016M09,Slovenia,83.43,101.21,115.63,91.85,99.08,72.93,76.48
2016M09,Slovakia,83.43,101.21,115.63,93.72,99.08,72.93,76.48
2016M09,Finland,83.43,101.21,115.63,95.64,99.08,72.93,76.48
2016M09,Sweden,83.43,101.21,115.63,97.51,99.08,72.93,76.48
2016M10,EU,89.36,102.12,173.93,103.13,110.37,76.98,79.91
2016M10,Belgium,89.36,102.12,173.93,102.94,110.37,76.98,79.91
2016M10,Bulgaria,89.36,102.12,173.93,102.82,110.37,76.98,79.91
2016M10,Czechia,89.36,102.12,173.93,102.63,110.37,76.98,79.91
2016M10,Denmark,89.36,102.12,173.93,102.45,110.37,76.98,79.91
2016M10,Germany,89.36,102.12,173.93,102.33,110.37,76.98,79.91
2016M10,Estonia,89.36,102.12,173.93,91.01,110.37,76.98,79.91
2016M10,Ireland,89.36,102.12,173.93,90.25,110.37,76.98,79.91
2016M10,Greece,89.36,102.12,173.93,89.49,110.37,76.98,79.91
2016M10,Spain,89.36,102.12,173.93,88.66,110.37,76.98,79.91
2016M10,France,89.36,102.12,173.93,87.91,110.37,76.98,79.91
2016M10,Croatia,89.36,102.12,173.93,87.15,110.37,76.98,79.91
2016M10,Italy,89.36,102.12,173.93,98.92,110.37,76.98,79.91
2016M10,Cyprus,89.36,102.12,173.93,98.83,110.37,76.98,79.91
2016M10,Latvia,89.36,102.12,173.93,98.83,110.37,76.98,79.91
2016M10,Lithuania,89.36,102.12,173.93,98.74,110.37,76.98,79.91
2016M10,Luxembourg,89.36,102.12,173.93,98.65,110.37,76.98,79.91
2016M10,Hungary,89.36,102.12,173.93,98.65,110.37,76.98,79.91
2016M10,Malta,89.36,102.12,173.93,96.79,110.37,76.98,79.91
2016M10,Netherlands,89.36,102.12,173.93,96.3,110.37,76.98,79.91
2016M10,Austria,89.36,102.12,173.93,95.81,110.37,76.98,79.91
2016M10,Poland,89.36,102.12,173.93,95.31,110.37,76.98,79.91
2016M10,Portugal,89.36,102.12,173.93,94.73,110.37,76.98,79.91
2016M10,Romania,89.36,102.12,173.93,94.24,110.37,76.98,79.91
2016M10,Slovenia,89.36,102.12,173.93,87.24,110.37,76.98,79.91
2016M10,Slovakia,89.36,102.12,173.93,86.92,110.37,76.98,79.91
2016M10,Finland,89.36,102.12,173.93,86.6,110.37,76.98,79.91
2016M10,Sweden,89.36,102.12,173.93,86.28,110.37,76.98,79.91
2016M11,EU,87.0,104.72,140.05,85.91,139.12,77.61,83.21
2016M11,Belgium,87.0,104.72,140.05,85.59,139.12,77.61,83.21
2016M11,Bulgaria,87.0,104.72,140.05,71.45,139.12,77.61,83.21
2016M11,Czechia,87.0,104.72,140.05,75.49,139.12,77.61,83.21
2016M11,Denmark,87.0,104.72,140.05,79.48,139.12,77.61,83.21
2016M11,Germany,87.0,104.72,140.05,83.47,139.12,77.61,83.21
2016M11,Estonia,87.0,104.72,140.05,87.52,139.12,77.61,83.21
2016M11,Ireland,87.0,104.72,140.05,91.56,139.12,77.61,83.21
2016M11,Greece,87.0,104.72,140.05,99.67,139.12,77.61,83.21
2016M11,Spain,87.0,104.72,140.05,99.0,139.12,77.61,83.21
2016M11,France,87.0,104.72,140.05,98.33,139.12,77.61,83.21
2016M11,Croatia,87.0,104.72,140.05,97.66,139.12,77.61,83.21
2016M11,Italy,87.0,104.72,140.05,97.0,139.12,77.61,83.21
2016M11,Cyprus,87.0,104.72,140.05,96.33,139.12,77.61,83.21
2016M11,Latvia,87.0,104.72,140.05,91.88,139.12,77.61,83.21
2016M11,Lithuania,87.0,104.72,140.05,92.93,139.12,77.61,83.21
2016M11,Luxembourg,87.0,104.72,140.05,93.98,139.12,77.61,83.21
2016M11,Hungary,87.0,104.72,140.05,95.03,139.12,77.61,83.21
2016M11,Malta,87.0,104.72,140.05,96.15,139.12,77.61,83.21
2016M11,Netherlands,87.0,104.72,140.05,97.2,139.12,77.61,83.21
2016M11,Austria,87.0,104.72,140.05,102.11,139.12,77.61,83.21
2016M11,Poland,87.0,104.72,140.05,102.55,139.12,77.61,83.21
2016M11,Portugal,87.0,104.72,140.05,103.05,139.12,77.61,83.21
2016M11,Romania,87.0,104.72,140.05,103.54,139.12,77.61,83.21
2016M11,Slovenia,87.0,104.72,140.05,103.99,139.12,77.61,83.21
2016M11,Slovakia,87.0,104.72,140.05,104.49,139.12,77.61,83.21
2016M11,Finland,87.0,104.72,140.05,88.99,139.12,77.61,83.21
2016M11,Sweden,87.0,104.72,140.05,88.5,139.12,77.61,83.21
2016M12,EU,91.28,117.69,141.58,88.09,135.0,92.41,84.97
2016M12,Belgium,91.28,117.69,141.58,87.6,135.0,92.41,84.97
2016M12,Bulgaria,91.28,117.69,141.58,87.11,135.0,92.41,84.97
2016M12,Czechia,91.28,117.69,141.58,86.7,135.0,92.41,84.97
2016M12,Denmark,91.28,117.69,141.58,99.13,135.0,92.41,84.97
2016M12,Germany,91.28,117.69,141.58,98.57,135.0,92.41,84.97
2016M12,Estonia,91.28,117.69,141.58,97.94,135.0,92.41,84.97
2016M12,Ireland,91.28,117.69,141.58,97.38,135.0,92.41,84.97
2016M12,Greece,91.28,117.69,141.58,96.82,135.0,92.41,84.97
2016M12,Spain,91.28,117.69,141.58,96.19,135.0,92.41,84.97
2016M12,France,91.28,117.69,141.58,97.47,135.0,92.41,84.97
2016M12,Croatia,91.28,117.69,141.58,97.28,135.0,92.41,84.97
2016M12,Italy,91.28,117.69,141.58,97.1,135.0,92.41,84.97
2016M12,Cyprus,91.28,117.69,141.58,96.92,135.0,92.41,84.97
2016M12,Latvia,91.28,117.69,141.58,96.8,135.0,92.41,84.97
2016M12,Lithuania,91.28,117.69,141.58,96.62,135.0,92.41,84.97
2016M12,Luxembourg,91.28,117.69,141.58,100.39,135.0,92.41,84.97
2016M12,Hungary,91.28,117.69,141.58,100.29,135.0,92.41,84.97
2016M12,Malta,91.28,117.69,141.58,100.29,135.0,92.41,84.97
2016M12,Netherlands,91.28,117.69,141.58,100.19,135.0,92.41,84.97
2016M12,Austria,91.28,117.69,141.58,100.09,135.0,92.41,84.97
2016M12,Poland,91.28,117.69,141.58,100.09,135.0,92.41,84.97
2016M12,Portugal,91.28,117.69,141.58,105.75,135.0,92.41,84.97
2016M12,Romania,91.28,117.69,141.58,105.75,135.0,92.41,84.97
2016M12,Slovenia,91.28,117.69,141.58,105.75,135.0,92.41,84.97
2016M12,Slovakia,91.28,117.69,141.58,105.75,135.0,92.41,84.97
2016M12,Finland,91.28,117.69,141.58,105.64,135.0,92.41,84.97
2016M12,Sweden,91.28,117.69,141.58,105.64,135.0,92.41,84.97
2017M01,EU,91.28,117.69,132.93,98.21,151.13,92.41,84.97
2017M01,Belgium,91.28,117.69,132.93,97.82,151.13,92.41,84.97
2017M01,Bulgaria,91.28,117.69,132.93,97.43,151.13,92.41,84.97
2017M01,Czechia,91.28,117.69,132.93,97.04,151.13,92.41,84.97
2017M01,Denmark,91.28,117.69,132.93,96.65,151.13,92.41,84.97
2017M01,Germany,91.28,117.69,132.93,96.25,151.13,92.41,84.97
2017M01,Estonia,91.28,117.69,132.93,113.66,151.13,92.41,84.97
2017M01,Ireland,91.28,117.69,132.93,112.96,151.13,92.41,84.97
2017M01,Greece,91.28,117.69,132.93,112.32,151.13,92.41,84.97
2017M01,Spain,91.28,117.69,132.93,111.61,151.13,92.41,84.97
2017M01,France,91.28,117.69,132.93,110.91,151.13,92.41,84.97
2017M01,Croatia,91.28,117.69,132.93,110.27,151.13,92.41,84.97
2017M01,Italy,91.28,117.69,132.93,99.44,151.13,92.41,84.97
2017M01,Cyprus,91.28,117.69,132.93,100.28,151.13,92.41,84.97
2017M01,Latvia,91.28,117.69,132.93,101.21,151.13,92.41,84.97
2017M01,Lithuania,91.28,117.69,132.93,102.05,151.13,92.41,84.97
2017M01,Luxembourg,91.28,117.69,132.93,102.89,151.13,92.41,84.97
2017M01,Hungary,91.28,117.69,132.93,103.82,151.13,92.41,84.97
2017M01,Malta,91.28,117.69,132.93,92.67,151.13,92.41,84.97
2017M01,Netherlands,91.28,117.69,132.93,93.63,151.13,92.41,84.97
2017M01,Austria,91.28,117.69,132.93,94.59,151.13,92.41,84.97
2017M01,Poland,91.28,117.69,132.93,95.48,151.13,92.41,84.97
2017M01,Portugal,91.28,117.69,132.93,96.44,151.13,92.41,84.97
2017M01,Romania,91.28,117.69,132.93,97.4,151.13,92.41,84.97
2017M01,Slovenia,91.28,117.69,132.93,104.5,151.13,92.41,84.97
2017M01,Slovakia,91.28,117.69,132.93,104.39,151.13,92.41,84.97
2017M01,Finland,91.28,117.69,132.93,104.24,151.13,92.41,84.97
2017M01,Sweden,91.28,117.69,132.93,104.13,151.13,92.41,84.97
2017M02,EU,98.14,110.17,133.65,104.02,176.9,95.66,88.11
2017M02,Belgium,98.14,110.17,133.65,103.87,176.9,95.66,88.11
2017M02,Bulgaria,98.14,110.17,133.65,101.27,176.9,95.66,88.11
2017M02,Czechia,98.14,110.17,133.65,101.05,176.9,95.66,88.11
2017M02,Denmark,98.14,110.17,133.65,100.88,176.9,95.66,88.11
2017M02,Germany,98.14,110.17,133.65,100.71,176.9,95.66,88.11
2017M02,Estonia,98.14,110.17,133.65,100.49,176.9,95.66,88.11
2017M02,Ireland,98.14,110.17,133.65,100.27,176.9,95.66,88.11
2017M02,Greece,98.14,110.17,133.65,98.51,176.9,95.66,88.11
2017M02,Spain,98.14,110.17,133.65,98.6,176.9,95.66,88.11
2017M02,France,98.14,110.17,133.65,98.69,176.9,95.66,88.11
2017M02,Croatia,98.14,110.17,133.65,98.78,176.9,95.66,88.11
2017M02,Italy,98.14,110.17,133.65,98.87,176.9,95.66,88.11
2017M02,Cyprus,98.14,110.17,133.65,98.96,176.9,95.66,88.11
2017M02,Latvia,98.14,110.17,133.65,90.97,176.9,95.66,88.11
2017M02,Lithuania,98.14,110.17,133.65,91.19,176.9,95.66,88.11
2017M02,Luxembourg,98.14,110.17,133.65,91.45,176.9,95.66,88.11
2017M02,Hungary,98.14,110.17,133.65,91.67,176.9,95.66,88.11
2017M02,Malta,98.14,110.17,133.65,91.94,176.9,95.66,88.11
2017M02,Netherlands,98.14,110.17,133.65,92.15,176.9,95.66,88.11
2017M02,Austria,98.14,110.17,133.65,84.16,176.9,95.66,88.11
2017M02,Poland,98.14,110.17,133.65,85.61,176.9,95.66,88.11
2017M02,Portugal,98.14,110.17,133.65,87.01,176.9,95.66,88.11
2017M02,Romania,98.14,110.17,133.65,88.45,176.9,95.66,88.11
2017M02,Slovenia,98.14,110.17,133.65,89.85,176.9,95.66,88.11
2017M02,Slovakia,98.14,110.17,133.65,91.24,176.9,95.66,88.11
2017M02,Finland,98.14,110.17,133.65,86.72,176.9,95.66,88.11
2017M02,Sweden,98.14,110.17,133.65,86.88,176.9,95.66,88.11
2017M03,EU,100.36,97.38,129.32,87.04,172.46,95.2,94.32
2017M03,Belgium,100.36,97.38,129.32,87.2,172.46,95.2,94.32
