time,country,value,value_var,value_100,date
2017M01,Slovenia,0.1207,-3.52,95.64,2017-01-01
2017M02,Slovenia,0.1206,-0.08,95.56,2017-02-01
2017M03,Slovenia,0.1204,-0.17,95.4,2017-03-01
2017M04,Slovenia,0.1202,-0.17,95.24,2017-04-01
2017M05,Slovenia,0.1201,-0.08,95.16,2017-05-01
2017M06,Slovenia,0.12,-0.08,95.08,2017-06-01
2017M01,Slovakia,0.1596,-1.05,96.45,2017-01-01
2017M02,Slovakia,0.1593,-0.19,96.27,2017-02-01
2017M03,Slovakia,0.1589,-0.25,96.03,2017-03-01
2017M04,Slovakia,0.1586,-0.19,95.85,2017-04-01
2017M05,Slovakia,0.1583,-0.19,95.67,2017-05-01
2017M06,Slovakia,0.1579,-0.25,95.43,2017-06-01
2017M01,Finland,0.1043,-0.38,100.01,2017-01-01
2017M02,Finland,0.1039,-0.38,99.63,2017-02-01
2017M03,Finland,0.1036,-0.29,99.34,2017-03-01
2017M04,Finland,0.1032,-0.39,98.95,2017-04-01
2017M05,Finland,0.1028,-0.39,98.56,2017-05-01
2017M06,Finland,0.1025,-0.29,98.27,2017-06-01
2017M01,Sweden,0.0954,-0.1,105.64,2017-01-01
2017M02,Sweden,0.0962,0.84,106.53,2017-02-01
2017M03,Sweden,0.0969,0.73,107.31,2017-03-01
2017M04,Sweden,0.0977,0.83,108.2,2017-04-01
2017M05,Sweden,0.0985,0.82,109.09,2017-05-01
2017M06,Sweden,0.0992,0.71,109.86,2017-06-01
2017M07,EU,0.1712,-2.39,95.86,2017-07-01
2017M08,EU,0.1712,0.0,95.86,2017-08-01
2017M09,EU,0.1713,0.06,95.92,2017-09-01
2017M10,EU,0.1714,0.06,95.98,2017-10-01
2017M11,EU,0.1714,0.0,95.98,2017-11-01
2017M12,EU,0.1715,0.06,96.04,2017-12-01
2017M07,Belgium,0.1869,-3.61,109.56,2017-07-01
2017M08,Belgium,0.1845,-1.28,108.16,2017-08-01
2017M09,Belgium,0.1822,-1.25,106.81,2017-09-01
2017M10,Belgium,0.1798,-1.32,105.4,2017-10-01
2017M11,Belgium,0.1774,-1.33,104.0,2017-11-01
2017M12,Belgium,0.1751,-1.3,102.65,2017-12-01
2017M07,Bulgaria,0.1125,5.24,104.65,2017-07-01
2017M08,Bulgaria,0.1126,0.09,104.74,2017-08-01
2017M09,Bulgaria,0.1127,0.09,104.83,2017-09-01
2017M10,Bulgaria,0.1128,0.09,104.92,2017-10-01
2017M11,Bulgaria,0.1128,0.0,104.92,2017-11-01
2017M12,Bulgaria,0.1129,0.09,105.01,2017-12-01
2017M07,Czechia,0.1435,6.14,98.36,2017-07-01
2017M08,Czechia,0.1447,0.84,99.19,2017-08-01
2017M09,Czechia,0.1459,0.83,100.01,2017-09-01
2017M10,Czechia,0.1471,0.82,100.83,2017-10-01
2017M11,Czechia,0.1483,0.82,101.66,2017-11-01
2017M12,Czechia,0.1495,0.81,102.48,2017-12-01
2017M07,Denmark,0.2774,-0.72,103.75,2017-07-01
2017M08,Denmark,0.2779,0.18,103.94,2017-08-01
2017M09,Denmark,0.2785,0.22,104.17,2017-09-01
2017M10,Denmark,0.279,0.18,104.36,2017-10-01
2017M11,Denmark,0.2796,0.22,104.59,2017-11-01
2017M12,Denmark,0.2802,0.21,104.81,2017-12-01
2017M07,Germany,0.2278,-1.17,100.09,2017-07-01
2017M08,Germany,0.227,-0.35,99.74,2017-08-01
2017M09,Germany,0.2262,-0.35,99.39,2017-09-01
2017M10,Germany,0.2254,-0.35,99.04,2017-10-01
2017M11,Germany,0.2247,-0.31,98.73,2017-11-01
2017M12,Germany,0.2239,-0.36,98.37,2017-12-01
2017M07,Estonia,0.113,0.53,99.03,2017-07-01
2017M08,Estonia,0.1133,0.27,99.3,2017-08-01
2017M09,Estonia,0.1136,0.26,99.56,2017-09-01
2017M10,Estonia,0.1139,0.26,99.82,2017-10-01
2017M11,Estonia,0.1142,0.26,100.08,2017-11-01
2017M12,Estonia,0.1145,0.26,100.34,2017-12-01
2017M07,Ireland,0.1719,1.6,92.43,2017-07-01
2017M08,Ireland,0.1728,0.52,92.91,2017-08-01
2017M09,Ireland,0.1737,0.52,93.39,2017-09-01
2017M10,Ireland,0.1745,0.46,93.82,2017-10-01
2017M11,Ireland,0.1754,0.52,94.31,2017-11-01
2017M12,Ireland,0.1763,0.51,94.79,2017-12-01
2017M07,Greece,0.1792,10.14,92.69,2017-07-01
2017M08,Greece,0.1765,-1.51,91.29,2017-08-01
2017M09,Greece,0.1739,-1.47,89.95,2017-09-01
2017M10,Greece,0.1712,-1.55,88.56,2017-10-01
2017M11,Greece,0.1685,-1.58,87.16,2017-11-01
2017M12,Greece,0.1659,-1.54,85.82,2017-12-01
2017M07,Spain,0.1676,1.09,87.67,2017-07-01
2017M08,Spain,0.1638,-2.27,85.68,2017-08-01
2017M09,Spain,0.1599,-2.38,83.64,2017-09-01
2017M10,Spain,0.156,-2.44,81.6,2017-10-01
2017M11,Spain,0.1522,-2.44,79.61,2017-11-01
2017M12,Spain,0.1483,-2.56,77.57,2017-12-01
2017M07,France,0.1413,-3.62,95.67,2017-07-01
2017M08,France,0.143,1.2,96.82,2017-08-01
2017M09,France,0.1447,1.19,97.97,2017-09-01
2017M10,France,0.1464,1.17,99.12,2017-10-01
2017M11,France,0.148,1.09,100.2,2017-11-01
2017M12,France,0.1497,1.15,101.35,2017-12-01
2017M07,Croatia,0.1222,4.18,90.78,2017-07-01
2017M08,Croatia,0.1234,0.98,91.67,2017-08-01
2017M09,Croatia,0.1246,0.97,92.56,2017-09-01
2017M10,Croatia,0.1258,0.96,93.45,2017-10-01
2017M11,Croatia,0.1269,0.87,94.26,2017-11-01
2017M12,Croatia,0.1281,0.95,95.16,2017-12-01
2017M07,Italy,0.202,-3.12,89.27,2017-07-01
2017M08,Italy,0.2011,-0.45,88.87,2017-08-01
2017M09,Italy,0.2003,-0.4,88.51,2017-09-01
2017M10,Italy,0.1994,-0.45,88.11,2017-10-01
2017M11,Italy,0.1985,-0.45,87.71,2017-11-01
2017M12,Italy,0.1977,-0.4,87.36,2017-12-01
2017M07,Cyprus,0.18,-8.3,91.14,2017-07-01
2017M08,Cyprus,0.1799,-0.06,91.09,2017-08-01
2017M09,Cyprus,0.1798,-0.06,91.04,2017-09-01
2017M10,Cyprus,0.1797,-0.06,90.99,2017-10-01
2017M11,Cyprus,0.1796,-0.06,90.94,2017-11-01
2017M12,Cyprus,0.1795,-0.06,90.89,2017-12-01
2017M07,Latvia,0.1616,-0.8,101.31,2017-07-01
2017M08,Latvia,0.1608,-0.5,100.8,2017-08-01
2017M09,Latvia,0.1601,-0.44,100.36,2017-09-01
2017M10,Latvia,0.1593,-0.5,99.86,2017-10-01
2017M11,Latvia,0.1585,-0.5,99.36,2017-11-01
2017M12,Latvia,0.1578,-0.44,98.92,2017-12-01
2017M07,Lithuania,0.1132,-1.05,85.49,2017-07-01
2017M08,Lithuania,0.1132,0.0,85.49,2017-08-01
2017M09,Lithuania,0.1133,0.09,85.57,2017-09-01
2017M10,Lithuania,0.1133,0.0,85.57,2017-10-01
2017M11,Lithuania,0.1133,0.0,85.57,2017-11-01
2017M12,Lithuania,0.1134,0.09,85.65,2017-12-01
2017M07,Luxembourg,0.1072,-2.01,96.58,2017-07-01
2017M08,Luxembourg,0.108,0.75,97.3,2017-08-01
2017M09,Luxembourg,0.1087,0.65,97.93,2017-09-01
2017M10,Luxembourg,0.1095,0.74,98.65,2017-10-01
2017M11,Luxembourg,0.1103,0.73,99.37,2017-11-01
